T, A, B, Oc, C, Oj tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
480, -0.506, -0.0894, -0.146, 0.788, 0.545, 0.165, 0.399, 0.428, 0.0467, 30, 3.2, -0.74, 1.3e+02, 30, 4.8, 0.6, 1.8e+02, 30, 5.2, 0.37, 1.9e+02, 1.6e+02
482, -0.463, -0.197, 0, 0.783, 0.564, 0.122, 0.446, 0.378, 0.122, 1.3, 0.45, -0.034, 16, 1.4, 0.46, -0.012, 16, 1.4, 0.45, -0.025, 16, 16
484, -0.466, -0.217, -0.116, 0.817, 0.557, 0.12, 0.341, 0.376, 0.0905, 25, 5.4, -2.8, 1.9e+02, 30, 7, -1.8, 2.4e+02, 30, 7, -1.6, 2.4e+02, 2.3e+02
473, -0.346, -0.0322, -0.223, 0.703, 0.672, 0.117, 0.648, 0.0868, 0.172, 30, 3.2, 0.66, 1.3e+02, 30, 3.3, -0.051, 1.3e+02, 30, 3.3, 0.16, 1.3e+02, 1.3e+02
474, -0.373, -0.446, -0.177, 0.701, 0.602, 0.135, 0.575, 0.12, 0.159, 3.5, 0.73, 0.15, 27, 3.5, 0.77, 0.11, 28, 3.2, 0.54, -0.3, 21, 25
482, -0.463, -0.102, -0.147, 0.849, 0.62, 0.109, 0.203, 0.156, 0.0803, 25, 2.4, 2.9, 1.1e+02, 30, 4.9, 1.2, 1.8e+02, 30, 4.5, 2, 1.7e+02, 1.5e+02
473, -0.501, -0.0988, -0.141, 0.699, 0.624, 0.12, 0.19, 0.24, 0.0721, 27, 3.3, 2.8, 1.4e+02, 30, 5, 0.72, 1.8e+02, 30, 5, 0.54, 1.8e+02, 1.7e+02
475, -0.538, -0.0759, -0.146, 0.767, 0.56, 0.163, 0.288, 0.0202, 0.0517, 28, 3.7, 2.9, 1.5e+02, 20, 3.2, 0.81, 1.2e+02, 30, 0.55, 0.43, 49, 1.1e+02
466, -0.501, -0.102, -0.111, 0.774, 0.552, 0.245, 0.378, 0.653, 0.0481, 30, 1.7, 2.9, 97, 30, 3.3, -2.5, 1.4e+02, 30, 3.6, -1.9, 1.4e+02, 1.3e+02
479, -0.45, -0.0485, -0.119, 0.801, 0.551, 0.12, 0.426, 0.418, 0.185, 30, 3.4, 1.6, 1.4e+02, 30, 3.6, 1.3, 1.4e+02, 30, 3, 2.2, 1.3e+02, 1.4e+02
479, -0.475, -0.104, -0.138, 0.694, 0.547, 0.123, 0.425, 0.38, 0.113, 21, 2.3, 2.9, 1.1e+02, 23, 3.1, 2.9, 1.3e+02, 25, 3.4, 2.9, 1.4e+02, 1.2e+02
474, -0.523, -0.467, -0.226, 0.786, 0.519, 0.122, 0.115, 0.243, 0.181, 3, 0.0084, 0.67, 11, 3.6, -0.2, 0.14, 7.1, 3.3, 0.19, 0.75, 16, 11
472, -0.26, -0.0222, -0.176, 0.684, 0.533, 0.124, 0.747, 0.35, 0.2, 30, 1.2, 0.65, 70, 30, 1.2, 0.64, 69, 30, 1.5, 0.1, 75, 71
473, -0.479, -0.09, -0.129, 0.684, 0.664, 0.0907, 0.467, 0.3, 0.118, 30, 5.1, 1.6, 1.9e+02, 30, 5.3, 1.1, 1.9e+02, 30, 4.9, 2.1, 1.8e+02, 1.9e+02
473, -0.479, -0.09, -0.129, 0.684, 0.664, 0.0907, 0.467, 0.3, 0.118, 30, 5.4, 0.3, 1.9e+02, 30, 5.3, 0.74, 1.9e+02, 30, 5, 1.8, 1.9e+02, 1.9e+02
469, -0.466, -0.239, -0.175, 0.762, 0.547, 0.128, 0.435, 0.279, 0.127, 30, 6.4, 2.9, 2.3e+02, 21, 3.9, 2.9, 1.5e+02, 24, 4.7, 2.9, 1.7e+02, 1.8e+02
479, -0.501, -0.117, -0.0874, 0.776, 0.488, 0.121, 0.421, 0.304, 0.0424, 30, 5.5, 0.26, 2e+02, 30, 5.7, 1.3, 2e+02, 30, 5.2, 2.8, 1.9e+02, 2e+02
487, -0.455, -0.476, -0.325, 0.823, 0.53, 0.13, 0.341, 0.343, 0.138, 3, 0.48, 0.12, 19, 2.5, -0.13, -0.39, 7.5, 3.6, 0.61, -0.036, 23, 16
478, -0.448, -0.217, -0.34, 0.818, 0.533, 0.124, 0.215, 0.445, 0.137, 30, 2.9, 2, 1.2e+02, 27, 2.1, 2.9, 1e+02, 25, 1.7, 2.9, 92, 1.1e+02
476, -0.464, -0.309, -0.189, 0.788, 0.531, 0.209, 0.502, 0.399, 0.0252, 4.6, 0.99, -0.2, 36, 30, -1.1, -1.4, 49, 30, 3.6, -0.2, 1.4e+02, 74
471, -0.405, -0.0699, -0.187, 0.825, 0.573, 0.168, 0.317, 0.205, 0.154, 30, 0.15, 0.61, 40, 20, 1, 2.9, 72, 30, 0.64, -0.095, 50, 54
484, -0.461, -0.222, -0.227, 0.76, 0.525, 0.211, 0.354, 0.503, 0.0285, 27, 4.3, 2.9, 1.7e+02, 30, 5.8, 0.2, 2.1e+02, 29, 5.1, -2.8, 1.9e+02, 1.9e+02
475, -0.42, -0.265, -0.19, 0.806, 0.52, 0.107, 0.338, 0.0909, 0.153, 30, 7, 0.82, 2.4e+02, 30, 6.9, 1.8, 2.4e+02, 30, 6.9, 0.95, 2.4e+02, 2.4e+02
478, -0.513, -0.241, -0.159, 0.805, 0.559, 0.119, -0.165, 0.556, 0.0795, 30, 6.6, -2.3, 2.3e+02, 30, 6.9, -1.4, 2.4e+02, 30, 6.9, 0.75, 2.4e+02, 2.4e+02
477, -0.482, -0.229, -0.161, 0.801, 0.566, 0.5, 0.267, 0.525, 0.0882, 3.8, 0.37, -0.35, 17, 3.6, 0.1, -0.69, 14, 3, 0.14, -0.48, 12, 14
468, -0.5, -0.0467, -0.0872, 0.685, 0.557, 0.116, 0.484, 0.357, 0.066, 30, 5.1, 0.93, 1.8e+02, 30, 4.6, 1.2, 1.7e+02, 30, 3.7, 2.7, 1.5e+02, 1.7e+02
470, -0.477, -0.223, -0.105, 0.697, 0.553, 0.117, 0.276, 0.577, 0.149, 30, 4.4, 0.2, 1.6e+02, 6.8, 1, 0.64, 41, 5.8, 0.79, 0.56, 32, 79
459, -0.481, -0.119, -0.147, 0.772, 0.593, 0.0987, 0.384, 0.159, 0.0414, 28, 2.1, 2.9, 1.1e+02, 30, 4.6, 0.98, 1.7e+02, 29, 3.1, 2.9, 1.4e+02, 1.4e+02
480, -0.481, -0.251, -0.148, 0.723, 0.604, 0.123, 0.567, 0.311, 0.132, 4.9, 0.92, 0.21, 34, 30, 4.5, -2.4, 1.7e+02, 8.4, 1.3, 0.65, 50, 85
481, -0.485, -0.235, -0.193, 0.768, 0.56, 0.114, 0.45, 0.259, 0.09, 27, 5.2, 2.8, 1.9e+02, 30, 6.6, 0.14, 2.3e+02, 23, 5, 0.31, 1.8e+02, 2e+02
488, -0.47, -0.279, -0.194, 0.78, 0.561, 0.11, 0.475, 0.353, 0.099, 30, 7.4, 1.5, 2.6e+02, 30, 7.8, -0.22, 2.6e+02, 30, 7.9, -0.89, 2.7e+02, 2.6e+02
470, -0.49, -0.0891, -0.153, 0.776, 0.514, 0.185, 0.413, 0.197, 0.0182, 27, 2.5, 2.9, 1.2e+02, 24, 2.1, 2.9, 1e+02, 30, 4.8, -0.16, 1.7e+02, 1.3e+02
474, -0.535, -0.0907, -0.182, 0.777, 0.507, 0.186, 0.386, 0.132, 0.0496, 27, 4.3, -2.8, 1.7e+02, 30, 4.9, 2.1, 1.8e+02, 30, 5.5, 0.65, 2e+02, 1.8e+02
472, -0.473, -0.0761, -0.0786, 0.758, 0.548, 0.11, -0.314, 0.371, 0.125, 23, 0.84, -2.8, 70, 30, 4.6, 0.6, 1.7e+02, 30, 4.6, 0.37, 1.7e+02, 1.4e+02
480, -0.504, -0.0604, -0.0907, 0.757, 0.546, 0.123, -0.214, 0.42, 0.126, 30, 4.8, 0.68, 1.7e+02, 30, 4.8, 0.28, 1.7e+02, 30, 4.6, 1.2, 1.7e+02, 1.7e+02
475, -0.441, -0.176, -0.131, 0.857, 0.563, 0.127, 0.527, 0.384, 0.136, 30, 5.2, -2.2, 1.9e+02, 27, 4.3, -2.8, 1.7e+02, 24, 3.6, -2.8, 1.4e+02, 1.7e+02
480, -0.418, -0.0984, -0.202, 0.814, 0.584, 0.121, 0.528, 0.389, 0.123, 25, 2.5, 2.9, 1.1e+02, 30, 4.4, 1.4, 1.6e+02, 30, 4.5, 1, 1.7e+02, 1.5e+02
478, -0.49, -0.258, -0.211, 0.789, 0.395, 0.118, 0.579, 0.413, 0.0764, 4.8, 0.85, -0.16, 32, 30, 5.6, 0.62, 2e+02, 15, 2.8, 0.86, 1e+02, 1.1e+02
469, -0.508, -0.251, -0.198, 0.813, 0.453, 0.119, 0.592, 0.411, 0.131, 25, 3.6, -2.8, 1.4e+02, 5.7, 0.59, -0.37, 25, 25, 4, 2.9, 1.5e+02, 1.1e+02
460, -0.461, -0.0744, -0.109, 0.741, 0.514, 0.118, 0.532, 0.307, 0.076, 26, 3.1, 2.8, 1.3e+02, 30, 4.1, 2.3, 1.6e+02, 30, 4.4, 1.8, 1.7e+02, 1.5e+02
470, -0.462, -0.108, -0.0994, 0.79, 0.589, 0.124, 0.115, 0.311, -0.0717, 30, 4.8, 1, 1.8e+02, 30, 4.9, -0.71, 1.8e+02, 30, 4.6, -1.6, 1.7e+02, 1.8e+02
471, -0.468, -0.0773, -0.0944, 0.726, 0.546, 0.0809, 0.358, 0.811, 0.134, 30, 4.9, 1.4, 1.8e+02, 30, 4.7, 1.9, 1.8e+02, 30, 4.5, 2.3, 1.7e+02, 1.8e+02
475, -0.488, -0.088, -0.108, 0.706, 0.702, 0.0875, 0.234, 0.602, 0.13, 1.4, 0.47, 0.0038, 16, 1.2, 0.47, 0.014, 16, 1.1, 0.42, 0.011, 15, 16
481, -0.515, -0.119, -0.0765, 0.786, 0.43, 0.124, 0.0523, 0.278, 0.0599, 30, 5.2, 2.2, 1.9e+02, 30, 4.9, 2.5, 1.9e+02, 30, 5, 2.5, 1.9e+02, 1.9e+02
486, -0.513, -0.121, -0.102, 0.793, 0.569, 0.12, 0.427, 0.248, 0.043, 30, 5.9, -1.8, 2.1e+02, 30, 6.2, 0.86, 2.2e+02, 30, 6.1, -0.81, 2.2e+02, 2.1e+02
468, -0.421, -0.201, -0.0924, 0.773, 0.542, 0.141, 0.0686, 0.24, 0.169, 24, 1.4, 2.9, 86, 30, 4.8, -0.047, 1.8e+02, 30, 0.28, 2.3, 59, 1.1e+02
468, -0.452, -0.217, -0.0901, 0.756, 0.542, 0.13, 0.538, 0.402, 0.14, 30, 4, -2.6, 1.6e+02, 28, 3.7, -2.8, 1.5e+02, 30, 4.3, 2.6, 1.7e+02, 1.6e+02
484, -0.383, -0.22, -0.0743, 0.756, 0.538, 0.114, 0.584, 0.204, 0.106, 30, 6.2, 0.94, 2.2e+02, 30, 6.4, -0.77, 2.2e+02, 30, 6, -2.3, 2.2e+02, 2.2e+02
468, -0.312, -0.214, -0.116, 0.668, 0.513, 0.111, 0.713, 0.226, 0.105, 25, 3.1, 2.9, 1.3e+02, 30, 4.7, 2, 1.8e+02, 30, 4.6, 2.1, 1.7e+02, 1.6e+02
471, -0.42, -0.4, -0.204, 0.851, 0.567, 0.173, 0.392, 0.42, 0.118, 4.2, 0.91, -0.089, 33, 3, 0.75, -0.18, 27, 3.2, 0.79, -0.099, 28, 29
477, -0.56, -0.247, -0.179, 0.904, 0.618, 0.276, 0.36, 0.151, 0.173, 2.6, 0.49, -0.038, 18, 3.4, 0.52, 0.26, 21, 3.4, 0.59, 0.19, 22, 20
477, -0.518, -0.198, -0.143, 0.806, 0.529, 0.103, 0.519, 0.371, 0.0972, 30, 6.8, 0.2, 2.3e+02, 30, 6.6, 0.87, 2.3e+02, 30, 6.7, 0.49, 2.3e+02, 2.3e+02
474, -0.508, -0.19, -0.0748, 0.792, 0.529, 0.101, 0.00255, 0.412, 0.134, 26, 2.9, -2.8, 1.3e+02, 30, 4.6, 0.83, 1.7e+02, 30, 3.6, 2.4, 1.5e+02, 1.5e+02
475, -0.502, -0.279, -0.134, 0.793, 0.523, 0.201, 0.446, 0.194, 0.0256, 30, 0.67, 0.2, 51, 30, 0.49, -0.077, 46, 30, -0.33, -0.027, 34, 44
481, -0.472, -0.26, -0.129, 0.78, 0.528, 0.119, 0.456, 0.114, 0.0118, 30, 5.9, 0.59, 2.1e+02, 30, 6.6, 0.68, 2.3e+02, 30, 6.5, 1.5, 2.3e+02, 2.2e+02
476, -0.547, -0.049, -0.126, 0.748, 0.561, 0.122, 0.446, 0.261, 0.106, 30, 4.1, 1.9, 1.6e+02, 30, 3.6, 2.9, 1.5e+02, 25, 2.6, 2.8, 1.2e+02, 1.4e+02
479, -0.565, -0.0973, -0.105, 0.78, 0.535, 0.128, 0.42, 0.391, 0.103, 30, 5.2, 1.8, 1.9e+02, 25, 3.5, 2.9, 1.4e+02, 30, 5.6, 0.35, 2e+02, 1.8e+02
474, -0.425, 0.0366, -0.133, 0.624, 0.632, 0.0795, 0.732, 0.121, 0.167, 30, 1.5, -2.1, 86, 30, 1.9, -2.2, 97, 30, 1.8, -2.1, 95, 93
475, -0.477, -0.33, -0.198, 0.874, 0.532, 0.131, 0.779, 0.361, 0.167, 26, 5.5, -2.8, 2e+02, 30, 6.6, -0.59, 2.3e+02, 30, 5.3, -2.3, 2e+02, 2.1e+02
473, -0.463, -0.102, -0.187, 0.808, 0.494, 0.0783, 0.624, 0.453, -0.00375, 25, 2.2, 2.8, 1.1e+02, 30, 4.2, 0.89, 1.6e+02, 30, 2.7, 2.9, 1.2e+02, 1.3e+02
471, -0.415, -0.142, -0.189, 0.794, 0.492, 0.264, 0.383, 0.228, -0.0338, 30, -0.055, 0.35, 35, 30, -0.17, 0.31, 35, 30, 0.48, 0.64, 49, 39
477, -0.506, -0.374, -0.271, 0.683, 0.52, 0.115, 0.459, 0.459, 0.0929, 4, 0.85, 0.19, 31, 3.8, 0.47, -0.12, 19, 4.3, 0.76, -0.24, 29, 26
478, -0.276, -0.181, -0.103, 0.659, 0.523, 0.11, 0.518, 0.363, 0.0736, 30, 3.7, 2.5, 1.5e+02, 30, 4.2, 1.5, 1.6e+02, 30, 3.7, 2.4, 1.5e+02, 1.5e+02
473, -0.495, -0.28, -0.121, 0.914, 0.531, 0.0764, -0.00065, 0.406, 0.131, 19, 1.5, -0.036, 66, 30, 0.77, -1.6, 64, 23, 1.4, -0.058, 65, 65
475, -0.46, -0.0338, -0.0935, 0.7, 0.573, 0.139, 0.0735, 0.388, 0.132, 30, 4.5, 0.18, 1.7e+02, 30, 4.3, 1.1, 1.6e+02, 30, 4.4, 0.69, 1.6e+02, 1.6e+02
480, -0.514, -0.244, -0.22, 0.836, 0.574, 0.12, 0.334, 0.438, 0.125, 6.2, 1.2, 0.37, 44, 22, 3.7, -2.8, 1.4e+02, 30, 6.7, 0.12, 2.3e+02, 1.4e+02
479, -0.523, -0.196, -0.225, 0.812, 0.577, 0.121, 0.183, 0.521, 0.104, 3.1, 0.59, -0.3, 22, 18, 0.076, 2.8, 49, 3.1, 0.58, -0.43, 23, 31
485, -0.511, -0.137, -0.156, 0.808, 0.519, 0.124, 0.462, 0.342, 0.084, 30, 5.8, -1.2, 2.1e+02, 30, 5.8, 0.14, 2.1e+02, 20, 2.5, 2.8, 1.1e+02, 1.7e+02
487, -0.515, -0.0912, -0.151, 0.788, 0.511, 0.112, 0.44, 0.412, 0.121, 30, 5.4, -0.16, 1.9e+02, 30, 5.2, 1.6, 1.9e+02, 30, 5.3, 0.79, 1.9e+02, 1.9e+02
476, -0.404, -0.152, -0.227, 0.759, 0.497, 0.0689, 0.439, 0.313, -0.00854, 30, -0.2, 0.057, 33, 30, -0.1, 0.74, 38, 30, -0.11, -0.37, 35, 35
482, -0.521, -0.0884, -0.252, 0.775, 0.535, 0.115, 0.346, 0.337, 0.017, 30, 4.4, -0.15, 1.6e+02, 30, 4.3, 0.84, 1.6e+02, 30, 3.6, 2.4, 1.5e+02, 1.6e+02
472, -0.461, -0.101, -0.119, 0.8, 0.532, 0.103, 0.678, 0.356, 0.138, 30, 4.5, 1.8, 1.7e+02, 30, 4.8, 0.7, 1.8e+02, 29, 3.8, 2.9, 1.5e+02, 1.7e+02
472, -0.498, -0.106, -0.0331, 0.744, 0.499, 0.102, 0.0289, 0.416, 0.132, 30, 3.8, -1.7, 1.5e+02, 30, 4.1, -1.2, 1.5e+02, 30, 4, -1.4, 1.5e+02, 1.5e+02
485, -0.469, -0.25, -0.19, 0.78, 0.571, 0.114, 0.312, 0.355, 0.0979, 30, 7.3, 0.93, 2.5e+02, 30, 7.3, 0.67, 2.5e+02, 30, 7.2, 0.55, 2.5e+02, 2.5e+02
484, -0.47, -0.275, -0.214, 0.821, 0.581, 0.126, 0.378, 0.389, 0.11, 30, 6.9, -1.1, 2.4e+02, 30, 7, -0.79, 2.4e+02, 24, 4.9, -2.8, 1.8e+02, 2.2e+02
478, -0.49, -0.223, -0.134, 0.764, 0.512, 0.239, 0.394, 0.493, 0.0271, 4.2, 0.11, -0.57, 13, 30, 3.1, 0.55, 1.2e+02, 30, 1.1, -2, 76, 71
485, -0.46, -0.235, -0.203, 0.768, 0.562, 0.103, 0.421, 0.41, 0.102, 16, 1.9, 2.9, 91, 30, 6.4, 2.3, 2.3e+02, 27, 5.6, 2.9, 2e+02, 1.7e+02
479, -0.485, -0.0639, -0.4, 0.672, 0.577, 0.115, 0.107, 0.286, 0.0552, 1.4, -0.38, -0.089, 6.3, 1.4, -0.37, -0.055, 6.2, 1.4, -0.39, -0.086, 6.4, 6.3
477, -0.489, -0.0634, -0.122, 0.678, 0.611, 0.117, 0.258, 0.465, 0.185, 30, 5.1, 1.1, 1.9e+02, 30, 5.2, 0.62, 1.9e+02, 30, 5.3, -0.33, 1.9e+02, 1.9e+02
477, -0.503, -0.0978, -0.144, 0.78, 0.525, 0.238, 0.515, 0, 0.0459, 30, 4.7, 0.5, 1.7e+02, 30, 4.9, -0.3, 1.8e+02, 29, 3.9, -2.8, 1.6e+02, 1.7e+02
483, -0.53, -0.296, -0.164, 0.775, 0.439, 0.12, 0.477, 0.332, 0.04, 3, 0.67, 0.29, 25, 3.2, 0.63, 0.33, 24, 6.4, 1.2, -0.077, 43, 30
494, -0.486, -0.254, -0.186, 0.712, 0.574, 0.11, 0.401, 0.344, 0.176, 3.5, 0.2, -0.15, 11, 4.4, 0.24, 0.86, 19, 4.7, 0.012, 0.19, 7.9, 13
478, -0.484, -0.0441, -0.133, 0.717, 0.581, 0.11, 0.32, 0.352, 0.0932, 30, 2, -2, 1e+02, 27, 2.8, 2.8, 1.2e+02, 21, 1.5, 2.9, 84, 1e+02
480, -0.498, -0.126, -0.193, 0.777, 0.555, 0.182, 0.467, 0.164, 0.0741, 30, 5.2, -1.1, 1.9e+02, 28, 4.7, 2.8, 1.8e+02, 30, 5.7, -0.28, 2e+02, 1.9e+02
480, -0.483, -0.0659, -0.192, 0.767, 0.518, 0.273, 0.314, 0.153, 0.0431, 30, 0.06, 0.5, 37, 30, -0.28, 0.48, 37, 30, 0.16, 0.09, 36, 37
451, -0.564, -0.232, -0.151, 0.785, 0.541, 0.125, -0.0657, 0.246, 0.0693, 4.2, 0.89, 0.22, 32, 5.4, 0.66, 0.52, 28, 3.8, 0.58, 0.39, 23, 28
484, -0.455, -0.155, -0.138, 0.785, 0.637, 0.119, 0.303, 0.31, 0.0841, 30, 5.6, 0.79, 2e+02, 30, 5.7, 0.0074, 2e+02, 30, 5.4, 1.8, 1.9e+02, 2e+02
470, -0.453, -0.0558, -0.206, 0.768, 0.53, 0.22, 0.354, 0.517, 0.0246, 30, 5.1, 0.67, 1.9e+02, 30, 5.2, 0.89, 1.9e+02, 30, 5.1, 0.93, 1.8e+02, 1.9e+02
486, -0.567, -0.216, -0.188, 0.779, 0.513, 0.206, 0.354, 0.576, 0.0201, 30, 5.7, -0.54, 2e+02, 30, 5.4, -1, 1.9e+02, 30, 5.7, 0.085, 2e+02, 2e+02
482, -0.488, -0.108, -0.131, 0.687, 0.5, 0.113, 0.404, 0.417, 0.215, 30, 5.4, -0.16, 1.9e+02, 30, 5.4, 1.2, 2e+02, 30, 5.4, 1.1, 1.9e+02, 1.9e+02
473, -0.467, -0.0556, -0.129, 0.689, 0.59, 0.111, 0.353, 0.103, 0.168, 30, 4.2, 1.7, 1.6e+02, 30, 4.1, 2, 1.6e+02, 30, 4, 2.2, 1.6e+02, 1.6e+02
474, -0.528, -0.147, -0.162, 0.798, 0.559, 0.119, 0.569, 0.275, -0.00393, 17, 2.3, -2.1, 95, 5.8, 0.29, -0.58, 19, 12, 2.2, -0.86, 79, 64
471, -0.517, -0.26, -0.169, 0.819, 0.509, 0.104, -0.293, 0.182, 0.0442, 6.3, 1.2, 0.61, 44, 5.6, 1.1, 0.1, 40, 20, 0.68, 2.9, 64, 49
465, -0.526, -0.0925, -0.139, 0.794, 0.665, 0.25, 0.336, 0.167, -0.00418, 27, 0.9, 0.49, 56, 30, -0.33, 0.78, 39, 30, 1.1, 1.3, 69, 55
465, -0.524, -0.0919, -0.156, 0.785, 0.666, 0.109, -0.119, 0.176, 0.133, 30, 4.7, -0.51, 1.7e+02, 30, 4, -2.5, 1.6e+02, 30, 4.4, -2.2, 1.7e+02, 1.7e+02
468, -0.512, -0.0853, -0.138, 0.716, 0.623, 0.114, -0.0132, 0.755, 0.138, 30, 5.2, -0.66, 1.9e+02, 30, 5.4, 0.21, 1.9e+02, 30, 5.2, -1.2, 1.9e+02, 1.9e+02
470, -0.532, -0.0796, -0.0816, 0.816, 0.559, 0.125, 0.203, 0.172, 0.113, 30, 5, 0.97, 1.8e+02, 30, 5.1, 0.72, 1.8e+02, 30, 5, 1, 1.8e+02, 1.8e+02
466, -0.53, -0.102, -0.129, 0.724, 0.643, 0.0828, 0.221, 0.248, 0.109, 30, 5.4, 1.1, 1.9e+02, 30, 5.3, 1.4, 1.9e+02, 30, 5.5, 0.63, 2e+02, 1.9e+02
479, -0.526, -0.0868, -0.129, 0.688, 0.612, 0.0986, 0.582, 0.296, 0.104, 28, 3.8, 2.9, 1.5e+02, 30, 4.7, 1.6, 1.8e+02, 30, 5.1, -0.85, 1.8e+02, 1.7e+02
485, -0.525, -0.222, -0.057, 0.811, 0.58, 0.122, 0.431, 0.48, 0.106, 30, 5.6, 0.25, 2e+02, 30, 5.6, -0.24, 2e+02, 30, 5.5, -0.85, 2e+02, 2e+02
484, -0.446, -0.209, -0.147, 0.795, 0.562, 0.126, 0.435, 0.478, 0.11, 26, 4.5, -2.8, 1.7e+02, 30, 6.6, -0.81, 2.3e+02, 30, 6.8, -0.15, 2.3e+02, 2.1e+02
482, -0.52, -0.219, -0.0899, 0.781, 0.531, 0.111, 0.293, 0.459, 0.0762, 30, 5.5, -2.1, 2e+02, 30, 5.9, -0.75, 2.1e+02, 30, 5.9, 0.95, 2.1e+02, 2.1e+02
468, -0.524, -0.121, -0.0816, 0.772, 0.561, 0.102, 0.386, 0.13, 0.204, 30, 2.7, -2.4, 1.2e+02, 30, 2.3, 1.6, 1e+02, 30, 0.39, -2.8, 67, 98
481, -0.299, -0.239, -0.268, 0.808, 0.524, 0.119, 0.341, 0.154, 0.0572, 30, -0.3, 2.4, 56, 30, 3, 1.9, 1.3e+02, 24, 0.41, 2.9, 62, 81
476, -0.5, -0.333, -0.191, 0.762, 0.528, 0.122, 0.376, 0.461, 0.166, 4.2, 0.83, 0.46, 31, 4.1, 0.6, 0.65, 26, 4.2, 0.58, 0.59, 25, 28
485, -0.546, -0.116, -0.129, 0.784, 0.504, 0.12, 0.442, 0.122, 0.0411, 30, 5, -2.2, 1.8e+02, 8.3, 0.56, 0.42, 28, 30, 5.5, 1.1, 2e+02, 1.4e+02
497, -0.464, -0.341, -0.129, 0.781, 0.543, 0.12, 0.478, 0.203, 0.125, 30, 5.1, -0.71, 1.8e+02, 6.7, 1.4, 0.27, 49, 3.6, 0.49, 0.54, 22, 85
480, -0.481, -0.232, -0.134, 0.798, 0.516, 0.119, 0.426, 0.305, 0.107, 23, 4.8, 2.9, 1.8e+02, 30, 7.3, 1.2, 2.5e+02, 30, 7.1, 2.2, 2.5e+02, 2.2e+02
480, -0.466, -0.269, -0.132, 0.779, 0.529, 0.118, 0.465, 0.205, 0.0106, 30, 6.7, -0.46, 2.3e+02, 30, 6.7, -1, 2.3e+02, 30, 6.1, -2.3, 2.2e+02, 2.3e+02
478, -0.481, -0.202, -0.189, 0.774, 0.509, 0.249, 0.355, 0.246, -0.0232, 30, 5.5, -1.7, 2e+02, 22, 2.6, -2.8, 1.1e+02, 21, 3.2, -2.9, 1.3e+02, 1.5e+02
473, -0.485, -0.194, -0.178, 0.765, 0.476, 0.0964, 0.356, 0.362, -0.0228, 4, 0.83, 0.093, 30, 5.3, 0.8, 0.24, 31, 11, 1.5, 0.76, 59, 40
482, -0.476, -0.144, -0.182, 0.696, 0.62, 0.132, 0.982, 0.536, 0.0915, 28, 4.6, 2.9, 1.7e+02, 29, 5.1, 2.9, 1.9e+02, 30, 5.9, 0.5, 2.1e+02, 1.9e+02
473, -0.476, -0.422, -0.167, 0.753, 0.622, 0.135, 0.0961, 0.478, -0.0247, 4.1, 0.86, 0.19, 31, 5.3, 0.93, 0.47, 35, 4.2, 0.91, 0.21, 33, 33
473, -0.523, -0.107, -0.103, 0.752, 0.489, 0.123, 0.765, 0.144, 0.273, 30, 3.1, 1.3, 1.3e+02, 30, 3.4, 1.5, 1.4e+02, 30, 2.9, 2.2, 1.2e+02, 1.3e+02
473, -0.516, -0.124, -0.155, 0.792, 0.515, 0.123, 0.765, 0.181, 0.132, 23, 2.7, 2.9, 1.2e+02, 24, 3.1, 2.9, 1.3e+02, 24, 2.5, 2.9, 1.1e+02, 1.2e+02
483, -0.46, -0.243, -0.182, 0.753, 0.538, 0.114, 0.628, 0.215, 0.102, 30, 7.2, -0.21, 2.5e+02, 30, 6.8, 2.1, 2.4e+02, 30, 7.2, 0.96, 2.5e+02, 2.4e+02
485, -0.384, -0.218, -0.181, 0.753, 0.535, 0.114, 0.641, 0.201, 0.111, 30, 5.8, -0.047, 2e+02, 30, 5.6, -0.77, 2e+02, 30, 5.4, -1.3, 1.9e+02, 2e+02
471, -0.399, -0.175, -0.242, 0.769, 0.561, 0, 0.311, 0.348, 0.13, 30, -0.8, -0.076, 39, 30, -1, -0.19, 42, 30, -0.98, -0.37, 41, 41
466, -0.51, -0.0107, -0.151, 0.759, 0.56, 0.115, 0.485, 0.424, 0.132, 30, 3.8, 0.48, 1.5e+02, 30, 3.2, 1.9, 1.3e+02, 30, 3.4, 1.8, 1.4e+02, 1.4e+02
481, -0.473, -0.0608, -0.215, 0.705, 0.506, 0.113, 0.436, 0.323, 0.27, 30, 3.6, 0.019, 1.4e+02, 30, 3.5, 0.78, 1.4e+02, 30, 3.6, 0.29, 1.4e+02, 1.4e+02
485, -0.465, -0.201, -0.144, 0.786, 0.553, 0.112, 0.369, 0.409, 0.0975, 30, 5.8, -2.8, 2.1e+02, 30, 6.7, -1.4, 2.3e+02, 30, 6.8, 0.26, 2.3e+02, 2.3e+02
476, -0.53, -0.184, -0.141, 0.819, 0.529, 0.115, 0.686, 0.418, 0.0693, 30, 6.5, 0.71, 2.2e+02, 30, 6.3, 1.9, 2.2e+02, 30, 6.5, -0.79, 2.3e+02, 2.2e+02
476, 0, -0.194, -0.136, 0.751, 0.524, 0.125, 0.386, 0.202, 0.23, 30, -0.018, -0.037, 31, 30, -0.074, -0.036, 32, 30, -0.085, -0.043, 32, 32
