T, A, B, Oc, C, Oj, tj, Dp, Dn, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
408, -0.34, -0.0766, -0.315, 0.78, 0.587, 0.193, 0.272, 0.099, 1.4, -0.35, 0.11, 6, 1.4, -0.36, 0.11, 6.1, 1.5, -0.34, 0.13, 6, 6.1
482, -0.34, -0.1, -0.174, 0.78, 0.587, 0.214, 0.272, 0.429, 30, 3.8, 0.058, 1.5e+02, 28, 2.3, -2.8, 1.1e+02, 30, 3.8, -0.9, 1.5e+02, 1.3e+02
482, -0.378, -0.202, -0.266, 0.748, 0.581, 0.214, 0.213, 0.099, 30, 5.2, -2.1, 1.9e+02, 30, 5.2, 1.1, 1.9e+02, 30, 4.7, -2.7, 1.8e+02, 1.9e+02
408, -0.378, -0.179, -0.266, 0.676, 0.464, 0.193, 0.33, 0.099, 30, -1.1, 0.66, 44, 24, 3.6, 2.9, 1.4e+02, 3.8, 0.65, -0.31, 25, 71
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0, 0.099, 18, 2.1, -2.8, 96, 16, 1.3, -2.8, 74, 30, 5.4, -1.2, 1.9e+02, 1.2e+02
408, -0.378, -0.179, -0.266, 0.676, 0.464, 0.228, 0.272, 0.099, 30, -0.49, 0.19, 36, 30, 5.6, 0.38, 2e+02, 18, 1, 2.9, 69, 1e+02
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.193, 0.272, 0.099, 22, 3.5, -2.8, 1.4e+02, 20, 3.1, -2.8, 1.3e+02, 20, 2.8, -2.8, 1.2e+02, 1.3e+02
482, -0.34, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 19, 2.6, -2.8, 1.1e+02, 18, 2.3, -2.8, 1e+02, 27, 4.9, -2.8, 1.8e+02, 1.3e+02
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 16, 1.7, -2.8, 84, 15, 1.1, -2.8, 69, 23, 3.9, -2.8, 1.5e+02, 1e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.193, 0.33, 0.108, 27, 3.9, -2.8, 1.6e+02, 29, 4.5, -2.8, 1.7e+02, 30, 4.7, -2.5, 1.8e+02, 1.7e+02
482, -0.34, -0.179, -0.266, 0.728, 0.464, 0.214, 0.33, 0.099, 30, 4.9, -1.1, 1.8e+02, 30, 5, -0.36, 1.8e+02, 30, 4.4, -2.6, 1.7e+02, 1.8e+02
482, -0.378, 0, -0.266, 0.78, 0.581, 0.125, 0.272, 0.099, 30, 2, -0.028, 92, 30, 2, 0.42, 90, 30, 2, 0.21, 91, 91
482, -0.378, -0.202, -0.0291, 0.78, 0.587, 0.214, 0.272, 0.099, 30, 3.2, -1.2, 1.3e+02, 30, 2.4, 2.3, 1.1e+02, 30, 2.8, -1.9, 1.2e+02, 1.2e+02
482, -0.34, -0.179, -0.266, 0.676, 0.464, 0.193, 0.33, 0.099, 30, 5.3, -0.99, 1.9e+02, 23, 3.3, -2.8, 1.3e+02, 30, 5.3, -0.58, 1.9e+02, 1.7e+02
408, -0.34, -0.179, -0.315, 0.728, 0.464, 0.214, 0.272, 0.099, 30, 6.1, 1.7, 2.2e+02, 30, 5.6, 2.9, 2.1e+02, 22, 3.9, 2.9, 1.5e+02, 1.9e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 6.1, -2.3, 2.2e+02, 30, 6.4, -1.1, 2.2e+02, 30, 6.4, -0.61, 2.2e+02, 2.2e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.228, 0.33, 0.099, 30, 5.5, -0.83, 2e+02, 30, 5.7, 0.97, 2e+02, 30, 5.8, -0.18, 2e+02, 2e+02
482, -0.378, -0.179, -0.266, 0.728, 0.464, 0.193, 0.33, 0.099, 30, 5.6, 0.019, 2e+02, 30, 5.6, 0.74, 2e+02, 30, 5.6, -0.37, 2e+02, 2e+02
482, -0.34, -0.202, -0.266, 0.676, 0.587, 0.214, 0, 0.108, 2.7, 0.21, -0.51, 13, 3.4, 0.72, 0.018, 26, 26, 3.7, -2.8, 1.5e+02, 62
482, -0.34, -0.179, -0.266, 0.676, 0.587, 0.214, 0.33, 0, 30, 4.6, -2.3, 1.8e+02, 23, 3, -2.8, 1.2e+02, 30, 5, -1.6, 1.8e+02, 1.6e+02
482, -0.378, -0.0938, -0.315, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 5.6, -0.55, 2e+02, 30, 4.8, 2.3, 1.8e+02, 30, 5.7, -0.68, 2e+02, 1.9e+02
482, -0.378, -0.0938, -0.0291, 0.78, 0.587, 0.214, 0.272, 0.099, 29, 1.4, 2.9, 89, 30, 2.2, 2.3, 1.1e+02, 30, 2.3, 2.1, 1.1e+02, 1e+02
482, -0.378, -0.0766, -0.266, 0.78, 0.587, 0.125, 0.33, 0, 30, -0.91, 1.8, 51, 30, 2.1, -1.6, 99, 30, 3, -0.26, 1.2e+02, 90
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 3, 0.43, -0.38, 18, 30, 5.8, 0.34, 2.1e+02, 30, 5.9, -0.63, 2.1e+02, 1.4e+02
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.8, -1.2, 2.1e+02, 28, 4.8, -2.8, 1.8e+02, 20, 3, -2.8, 1.2e+02, 1.7e+02
482, -0.34, -0.179, -0.266, 0.748, 0.464, 0.214, 0.272, 0.099, 30, 4.9, 0.18, 1.8e+02, 30, 4.7, -1.4, 1.7e+02, 23, 2.7, -2.8, 1.2e+02, 1.6e+02
408, -0.378, -0.0766, -0.315, 0.676, 0.58, 0.193, 0.33, 0.099, 1.4, -0.24, 0.2, 5.5, 1.4, -0.33, 0.13, 5.9, 1.4, -0.28, 0.14, 5.5, 5.7
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.228, 0.253, 0, 30, 5.2, -1.2, 1.9e+02, 30, 4.9, -2, 1.8e+02, 30, 4.7, -2.1, 1.8e+02, 1.8e+02
482, -0.378, -0.202, -0.266, 0.728, 0.58, 0.214, 0.33, 0.099, 30, 5.5, -0.0022, 2e+02, 20, 2.2, -2.8, 1e+02, 30, 5.4, 0.81, 1.9e+02, 1.6e+02
482, -0.378, -0.202, -0.266, 0.78, 0.58, 0.214, 0, 0.099, 30, 4, 2.3, 1.6e+02, 30, 4.6, -1.4, 1.7e+02, 23, 3, -2.8, 1.2e+02, 1.5e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.228, 0.253, 0, 30, 5, -1.9, 1.9e+02, 30, 4.9, -1.9, 1.8e+02, 30, 5.1, -1.6, 1.9e+02, 1.8e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0, 30, 5.2, -1.3, 1.9e+02, 30, 5.2, -0.15, 1.9e+02, 30, 5.2, 0.086, 1.9e+02, 1.9e+02
482, -0.378, -0.202, -0.266, 0.78, 0.7, 0.214, 0.272, 0.099, 30, 5, 0.33, 1.8e+02, 30, 4.7, 1.5, 1.7e+02, 21, 2.4, -2.8, 1.1e+02, 1.6e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.228, 0.33, 0, 30, 5.6, 0.56, 2e+02, 30, 5.7, -0.64, 2e+02, 30, 5.2, 1.8, 1.9e+02, 2e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.253, 0.099, 30, 4.5, -2.4, 1.7e+02, 30, 5.1, 1, 1.9e+02, 30, 4.6, 2, 1.7e+02, 1.8e+02
408, -0.34, -0.0938, -0.315, 0.78, 0.464, 0.193, 0.33, 0.099, 20, 1.3, -2.8, 78, 19, 1.1, -2.8, 72, 19, 1.2, -2.8, 75, 75
482, -0.378, -0.179, -0.315, 0.676, 0.587, 0.214, 0.33, 0.108, 30, 6.6, -0.12, 2.3e+02, 30, 6.5, -0.3, 2.3e+02, 30, 6.6, 0.14, 2.3e+02, 2.3e+02
482, -0.378, -0.0938, -0.266, 0.676, 0.587, 0.214, 0.11, 0, 24, 3.3, -2.8, 1.4e+02, 20, 2, -2.8, 96, 25, 3.7, -2.8, 1.5e+02, 1.3e+02
482, -0.378, -0.202, -0.266, 0.78, 0.587, 0.228, 0.272, 0.099, 30, 5, -1.3, 1.8e+02, 25, 3.8, -2.8, 1.5e+02, 30, 5.2, -0.0049, 1.9e+02, 1.7e+02
482, -0.378, -0.0938, -0.315, 0.78, 0.587, 0.193, 0.33, 0, 30, -0.98, 1.7, 51, 30, 4.5, 2.4, 1.7e+02, 22, 2.8, 2.8, 1.2e+02, 1.1e+02
408, -0.34, -0.179, -0.266, 0.676, 0.464, 0.214, 0.33, 0.099, 30, -0.63, 0.82, 41, 30, 5.2, -0.048, 1.9e+02, 30, 5.1, 0.55, 1.8e+02, 1.4e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.228, 0, 0, 30, -0.63, -1.1, 44, 3.3, 0.62, 0.28, 23, 30, 5, -2.1, 1.8e+02, 84
482, -0.378, -0.0938, -0.266, 0.728, 0.587, 0.214, 0.253, 0.099, 30, 4.5, -2.6, 1.7e+02, 20, 2.3, -2.8, 1e+02, 22, 2.9, -2.8, 1.2e+02, 1.3e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.58, 0.228, 0.33, 0, 30, 5.2, -1.6, 1.9e+02, 30, 5.3, -0.75, 1.9e+02, 21, 2.5, -2.8, 1.1e+02, 1.6e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.253, 0, 30, 5.7, -0.13, 2e+02, 30, 5.5, 1.2, 2e+02, 30, 5.7, 0.0029, 2e+02, 2e+02
482, -0.378, -0.0766, -0.266, 0.728, 0.58, 0.228, 0.253, 0.099, 30, 5, -1.2, 1.8e+02, 30, 4.9, -1.6, 1.8e+02, 30, 4.6, -2.2, 1.7e+02, 1.8e+02
482, -0.378, -0.0766, -0.266, 0.78, 0.587, 0.214, 0.253, 0, 30, 5.2, -0.18, 1.9e+02, 30, 5.2, -0.4, 1.9e+02, 30, 5, -1.1, 1.8e+02, 1.8e+02
482, -0.378, -0.0766, -0.174, 0.702, 0.656, 0.125, 0.33, 0.099, 30, 4, 0.54, 1.5e+02, 30, 4.1, 0.59, 1.5e+02, 30, 4, -0.68, 1.5e+02, 1.5e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 6, 0.018, 2.1e+02, 30, 5.2, 2.4, 1.9e+02, 30, 5.4, 2.3, 2e+02, 2e+02
482, -0.34, -0.202, -0.266, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 4.8, -0.5, 1.7e+02, 30, 5.1, 0.12, 1.8e+02, 24, 2.8, -2.8, 1.2e+02, 1.6e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 6.4, -1.1, 2.2e+02, 30, 6.3, -1.3, 2.2e+02, 30, 6.4, -0.25, 2.2e+02, 2.2e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.33, 0.099, 30, 5.6, 1.6, 2e+02, 30, 5.8, 0.82, 2.1e+02, 30, 5.3, 2.4, 1.9e+02, 2e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.58, 0.228, 0.253, 0, 30, 4.9, -2, 1.8e+02, 30, 5.3, -0.18, 1.9e+02, 30, 5, -1.9, 1.8e+02, 1.9e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 30, 5.5, 1.3, 2e+02, 30, 5.7, 0.64, 2e+02, 30, 5.5, 0.99, 2e+02, 2e+02
482, -0.34, -0.179, -0.266, 0.728, 0.58, 0.214, 0.253, 0.099, 30, 4.3, -2.4, 1.7e+02, 30, 4.7, -1.3, 1.7e+02, 30, 4.7, -1.5, 1.7e+02, 1.7e+02
408, -0.378, -0.0938, -0.315, 0.728, 0, 0.228, 0.272, 0, 0.65, -0.41, -0.03, 5.7, 0.65, -0.41, -0.026, 5.7, 0.6, -0.37, -0.028, 5.3, 5.6
482, -0.378, -0.0938, -0.266, 0.676, 0.624, 0.214, 0.33, 0, 30, 4.9, -2, 1.8e+02, 30, 5.3, -0.29, 1.9e+02, 30, 5.3, -0.59, 1.9e+02, 1.9e+02
484, -0.378, 0, -0.266, 0.78, 0.587, 0.228, 0.33, 0.099, 30, 4.1, -0.69, 1.6e+02, 30, 3.4, -2, 1.4e+02, 30, 4, -1.1, 1.5e+02, 1.5e+02
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 14, 1.6, 2.8, 79, 16, 2.4, 2.8, 1e+02, 18, 3.1, -2.8, 1.2e+02, 1e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 20, 3.5, 2.9, 1.4e+02, 30, 5.8, -1.2, 2.1e+02, 29, 5.6, 2.9, 2e+02, 1.8e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 4.9, -2.1, 1.8e+02, 30, 4, 2.9, 1.6e+02, 30, 4.9, -2, 1.8e+02, 1.7e+02
482, -0.378, 0, -0.266, 0.78, 0.58, 0.214, 0.33, 0, 25, 1.8, -2.8, 95, 30, 4, 0.3, 1.5e+02, 30, 3.6, -1.7, 1.4e+02, 1.3e+02
482, -0.378, -0.0938, -0.315, 0.78, 0.587, 0.228, 0.272, 0.099, 30, 5.6, 0.45, 2e+02, 30, 5.4, -1.2, 2e+02, 30, 5.6, 0.12, 2e+02, 2e+02
484, -0.378, -0.202, -0.266, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.7, -0.76, 2e+02, 23, 3.5, -2.8, 1.4e+02, 5.7, 1, 0.36, 38, 1.3e+02
408, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 1.4, -0.29, 0.15, 5.6, 1.4, -0.3, 0.14, 5.6, 1.4, -0.32, 0.1, 5.7, 5.7
482, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.099, 3.6, -0.29, -0.39, 9.4, 30, 0.52, 0.68, 50, 30, 6.7, 0.44, 2.3e+02, 97
408, -0.378, -0.0938, -0.266, 0.728, 0.464, 0.214, 0.253, 0, 27, 3.7, -2.8, 1.5e+02, 24, 3.2, -2.8, 1.3e+02, 27, 3.8, -2.8, 1.5e+02, 1.4e+02
482, -0.34, -0.179, -0.315, 0.728, 0.587, 0.228, 0, 0.099, 28, 4.5, -2.8, 1.7e+02, 25, 4.1, -2.8, 1.6e+02, 19, 2.4, -2.8, 1.1e+02, 1.4e+02
482, -0.34, -0.202, -0.266, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 4.6, -1.3, 1.7e+02, 30, 5.1, -0.51, 1.9e+02, 21, 1.4, -2.8, 82, 1.5e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 5.8, -0.8, 2.1e+02, 30, 5.6, 1.1, 2e+02, 30, 5.6, 1.4, 2e+02, 2e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.58, 0.228, 0.33, 0, 30, 5.3, -0.48, 1.9e+02, 30, 5.4, -0.19, 1.9e+02, 30, 5.2, 0.72, 1.9e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 5.4, -0.28, 1.9e+02, 30, 4.3, 2.5, 1.7e+02, 30, 5.3, 0.17, 1.9e+02, 1.8e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.214, 0.33, 0.099, 28, 5.2, 2.9, 1.9e+02, 30, 6.3, -1.7, 2.2e+02, 30, 6.2, -2.1, 2.2e+02, 2.1e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.214, 0.272, 0.099, 30, 5.7, -1.2, 2e+02, 30, 5.5, -0.65, 2e+02, 30, 4.9, 1.6, 1.8e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.228, 0.33, 0, 30, 4.8, -0.79, 1.8e+02, 30, 5.2, -1.3, 1.9e+02, 30, 5.3, 0.24, 1.9e+02, 1.8e+02
408, -0.378, -0.179, -0.266, 0.676, 0.464, 0.228, 0.272, 0.099, 30, -0.92, 1.2, 46, 30, 0.45, 0.98, 51, 19, 0.77, 2.9, 65, 54
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.193, 0.33, 0.099, 21, 3.2, -2.8, 1.3e+02, 26, 4.5, -2.8, 1.7e+02, 30, 5.7, -2, 2e+02, 1.7e+02
408, -0.34, -0.179, -0.315, 0.728, 0.464, 0.214, 0.272, 0.099, 21, 3.5, 2.9, 1.4e+02, 30, 5.9, 2.5, 2.1e+02, 21, 3.4, 2.8, 1.3e+02, 1.6e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.099, 30, 6.3, -1.1, 2.2e+02, 24, 4.3, 2.9, 1.6e+02, 30, 6.2, 2.5, 2.2e+02, 2e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 30, 5.7, 0.49, 2e+02, 30, 5, 2.3, 1.9e+02, 29, 4.7, 2.9, 1.8e+02, 1.9e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 30, 5.6, 0.79, 2e+02, 30, 5.6, 0.75, 2e+02, 24, 3.5, 2.9, 1.4e+02, 1.8e+02
482, -0.378, -0.179, -0.315, 0.78, 0.464, 0.214, 0.272, 0.099, 21, 4, 2.9, 1.5e+02, 24, 4.8, 2.9, 1.8e+02, 19, 3.2, 2.9, 1.3e+02, 1.5e+02
482, -0.378, -0.0938, -0.266, 0.676, 0.58, 0.193, 0.33, 0.099, 23, 3.4, -2.8, 1.4e+02, 20, 2.4, -2.8, 1.1e+02, 30, 4.9, -2.4, 1.8e+02, 1.4e+02
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.9, -0.78, 2.1e+02, 30, 5.9, -0.84, 2.1e+02, 30, 6, -0.43, 2.1e+02, 2.1e+02
482, -0.378, -0.0938, -0.315, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 5.7, 0.15, 2e+02, 30, 5.5, 0.62, 2e+02, 2, -0.15, 0.22, 5.7, 1.4e+02
482, -0.34, -0.4, -0.315, 0.676, 0.58, 0.193, 0.33, 0.099, 5.2, 1.2, 0.23, 43, 30, 3.3, -2.1, 1.3e+02, 30, 3.7, -2.4, 1.5e+02, 1.1e+02
408, -0.378, -0.0938, -0.315, 0.728, 0.464, 0.228, 0.272, 0, 30, 0.27, -1.2, 49, 30, 0.8, -0.1, 55, 30, -0.058, 0.06, 32, 45
482, -0.378, -0.0938, -0.266, 0.728, 0.58, 0.214, 0.33, 0, 30, 4.4, -2.8, 1.7e+02, 30, 5.2, -1.6, 1.9e+02, 30, 5.2, -1.6, 1.9e+02, 1.8e+02
482, -0.378, -0.0938, -0.315, 0.78, 0.587, 0.228, 0.33, 0.099, 30, 5.6, -0.066, 2e+02, 30, 5.5, 1.3, 2e+02, 30, 5, -2.3, 1.8e+02, 1.9e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.9, 0.88, 2.1e+02, 30, 5.9, 1, 2.1e+02, 18, 2.4, -2.8, 1e+02, 1.7e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.58, 0.214, 0.33, 0, 30, 5.8, 0.83, 2e+02, 30, 5.2, 2.4, 1.9e+02, 30, 5.7, 1.4, 2e+02, 2e+02
482, -0.34, -0.202, -0.266, 0.676, 0.624, 0.214, 0.33, 0, 30, 4.9, 1.6, 1.8e+02, 30, 5.1, -0.99, 1.9e+02, 30, 4.3, -2.8, 1.7e+02, 1.8e+02
482, -0.378, -0.0938, -0.315, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 5.4, 1.7, 2e+02, 30, 5.6, -0.33, 2e+02, 30, 5.5, 0.45, 2e+02, 2e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.228, 0.253, 0, 30, 4.8, 2.9, 1.8e+02, 30, 5.7, 0.49, 2e+02, 30, 5.7, -0.19, 2e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.728, 0.58, 0.228, 0.33, 0, 30, 5.1, -1.2, 1.9e+02, 30, 5.4, 0.14, 1.9e+02, 30, 4.8, -2.2, 1.8e+02, 1.9e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.214, 0, 0.099, 30, 5.1, -2.1, 1.9e+02, 21, 2.8, -2.8, 1.2e+02, 30, 5.4, -0.72, 1.9e+02, 1.7e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.193, 0, 0.099, 30, 6.2, -0.7, 2.2e+02, 30, 6.2, 0.23, 2.2e+02, 30, 6.2, -0.59, 2.2e+02, 2.2e+02
408, -0.34, -0.179, -0.266, 0.676, 0.464, 0.214, 0.272, 0.099, 30, -1.1, 1.4, 49, 30, 4.9, -1.7, 1.8e+02, 24, 2.4, 2.9, 1.1e+02, 1.1e+02
482, -0.378, -0.202, -0.315, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 6, -0.93, 2.1e+02, 30, 6.1, -0.59, 2.1e+02, 30, 5.9, -1.4, 2.1e+02, 2.1e+02
482, -0.378, -0.0938, -0.315, 0, 0.587, 0.214, 0.33, 0.099, 2.7, -0.28, 0.19, 7, 2.2, -0.38, 0.0052, 7, 2, -0.25, 0.29, 6.8, 7
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.108, 20, 3.5, 2.8, 1.4e+02, 30, 6.5, 1.1, 2.3e+02, 20, 3.2, 2.9, 1.3e+02, 1.6e+02
408, -0.34, -0.179, -0.315, 0.676, 0.464, 0.193, 0.33, 0.099, 30, 6.2, 2.6, 2.2e+02, 30, 6.5, 1.2, 2.3e+02, 15, 1, 2.9, 67, 1.7e+02
408, -0.34, -0.0938, -0.315, 0.78, 0.587, 0.228, 0.33, 0.099, 1.5, -0.33, 0.1, 6, 1.5, -0.33, 0.14, 6.1, 1.4, -0.35, 0.11, 6.1, 6.1
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.193, 0.272, 0.108, 17, 3.1, 2.9, 1.2e+02, 16, -0.74, -0.21, 24, 4.7, 0.49, -0.57, 23, 56
482, -0.378, -0.179, -0.315, 0.78, 0.464, 0.193, 0.33, 0.108, 15, 1.8, 2.9, 85, 27, 5.7, 2.9, 2.1e+02, 17, 2.8, 2.9, 1.2e+02, 1.4e+02
408, -0.34, -0.0938, -0.266, 0.676, 0.58, 0.214, 0.33, 0, 30, 4.2, 1.3, 1.6e+02, 30, 4.4, -0.56, 1.6e+02, 29, 3.3, -2.8, 1.4e+02, 1.5e+02
482, -0.378, -0.202, -0.266, 0.78, 0.587, 0.214, 0.33, 0, 30, 4.9, -1.4, 1.8e+02, 30, 5.1, 1.6, 1.9e+02, 24, 3, -2.8, 1.3e+02, 1.6e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0.33, 0, 30, 5.8, 0.62, 2e+02, 30, 5.7, 0.98, 2e+02, 30, 5.8, 0.67, 2.1e+02, 2e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.214, 0.33, 0, 30, 5.4, 1.4, 1.9e+02, 30, 4.8, 2.4, 1.8e+02, 30, 5.7, 0.14, 2e+02, 1.9e+02
482, -0.378, -0.202, -0.315, 0.676, 0.587, 0.228, 0.33, 0, 30, 6.5, -0.4, 2.3e+02, 30, 6.4, 0.23, 2.2e+02, 30, 6.4, -0.7, 2.2e+02, 2.2e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0, 30, 5.5, -0.051, 1.9e+02, 30, 5.3, 0.29, 1.9e+02, 30, 5.4, -0.23, 1.9e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.58, 0.214, 0.33, 0.099, 30, 5.4, 0.48, 1.9e+02, 30, 5.5, -0.59, 2e+02, 30, 5.2, 1.1, 1.9e+02, 1.9e+02
482, -0.378, -0.0938, -0.266, 0.78, 0.587, 0.214, 0.33, 0, 30, 5.4, -0.54, 1.9e+02, 30, 5.3, 0.31, 1.9e+02, 30, 5.3, -1.2, 1.9e+02, 1.9e+02
482, -0.378, -0.202, -0.266, 0.676, 0.587, 0.214, 0, 0.099, 23, 2.9, -2.8, 1.2e+02, 30, 5.3, -1.5, 1.9e+02, 30, 5.4, -1.3, 1.9e+02, 1.7e+02
408, -0.34, -0.0938, -0.315, 0.676, 0.464, 0.228, 0.33, 0.099, 30, 0.55, -0.15, 48, 30, 0.68, -0.24, 52, 30, 0.62, -0.19, 50, 50
482, -0.378, -0.179, -0.315, 0.728, 0.58, 0.193, 0.33, 0.108, 30, 6.1, 2.2, 2.2e+02, 30, 6.4, -0.81, 2.2e+02, 30, 6.5, -0.15, 2.2e+02, 2.2e+02
482, -0.378, -0.0938, -0.315, 0.676, 0.587, 0.214, 0, 0.099, 30, 5.7, 0.21, 2e+02, 19, 2.6, -2.8, 1.1e+02, 19, -1.9, -2.8, 54, 1.2e+02
482, -0.378, -0.202, -0.266, 0.676, 0.58, 0.214, 0.33, 0.099, 30, 5.3, -2.3, 2e+02, 24, 3.7, -2.8, 1.5e+02, 30, 5.7, -0.79, 2e+02, 1.8e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.214, 0.33, 0.099, 30, 5.4, -2, 2e+02, 30, 5.8, 0.63, 2.1e+02, 30, 5.7, 1.1, 2e+02, 2e+02
482, -0.378, -0.202, -0.315, 0.676, 0.58, 0.228, 0.33, 0, 30, 6.4, -0.3, 2.2e+02, 30, 6.5, -0.12, 2.3e+02, 30, 6.5, -0.24, 2.3e+02, 2.3e+02
482, -0.34, -0.202, -0.315, 0.676, 0.58, 0.228, 0.33, 0.099, 30, 5.8, -1.7, 2.1e+02, 30, 6, -0.14, 2.1e+02, 30, 6, -0.89, 2.1e+02, 2.1e+02
482, -0.34, -0.202, -0.315, 0, 0.587, 0.214, 0.33, 0.099, 3, 0.4, 0.25, 17, 2.9, 0.38, 0.17, 16, 2, -0.18, 0.32, 6.7, 13
482, -0.34, -0.202, -0.315, 0.676, 0.587, 0.214, 0.33, 0.099, 30, 5.9, -0.86, 2.1e+02, 30, 5.5, -2.2, 2e+02, 30, 5.8, -1.7, 2.1e+02, 2e+02
482, 0, -0.202, -0.315, 0.78, 0.587, 0.214, 0.33, 0.099, 30, 1.1, -0.071, 64, 30, 1.1, 0.024, 65, 30, 1.1, 0.0096, 64, 64
482, -0.378, -0.179, -0.315, 0.676, 0.464, 0.214, 0.33, 0.099, 14, 1.6, 2.8, 80, 17, 2.6, 2.8, 1.1e+02, 17, 2.9, 2.9, 1.2e+02, 1e+02
408, -0.34, -0.202, -0.315, 0.676, 0.587, 0.193, 0.33, 0.099, 1.4, -0.3, 0.13, 5.6, 1.5, -0.26, 0.18, 5.6, 1.4, -0.32, 0.12, 5.8, 5.7
482, -0.378, -0.179, -0.315, 0.728, 0.58, 0.228, 0.33, 0, 30, 6.4, 0.036, 2.2e+02, 30, 6.1, -1.7, 2.2e+02, 30, 6.3, 1.5, 2.2e+02, 2.2e+02
482, -0.378, -0.0938, -0.315, 0.728, 0.587, 0.193, 0.33, 0.108, 30, 5.7, 1.3, 2e+02, 30, 5.5, 1.5, 2e+02, 30, 5.7, 1.4, 2e+02, 2e+02
482, -0.378, -0.179, -0.266, 0.676, 0.464, 0.193, 0.272, 0.099, 30, 5.5, 2.4, 2e+02, 30, 5.6, -2.2, 2e+02, 19, 2.5, 2.9, 1.1e+02, 1.7e+02
