T, A, B, Oc, C, Oj, tj, Dp, Dn, t1, d1, s1, t2, d2, s2, t3, d3, s3, savg
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.623, 0.229, 0.125, 0.449, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.493, 0.13, 0.436, 0.13, 20, 2.8, 1e+02, 20, 3, 1.1e+02, 20, 2.4, 94, 1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 2.6, 1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.229, 0.233, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.201, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.13, 0.125, 0.335, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.493, 0.13, 0.414, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.7, 1e+02, 20, 2.6, 1e+02, 20, 2.7, 1e+02, 1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.449, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.538, 0.493, 0.13, 0.125, 0.233, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.229, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 2.8, 1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.414, 0.493, 0.13, 0.436, 0.449, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 2.9, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.229, 0.436, 0.335, 20, 3.1, 1.1e+02, 20, 2.4, 94, 20, 2.3, 89, 99
268, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.125, 0.13, 20, 2.4, 93, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.13, 0.436, 0.335, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.493, 0.229, 0.125, 0.335, 20, 2.5, 96, 20, 2.4, 94, 20, 2.4, 92, 94
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.78, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 1.2, 0, 2.2, 1.2, 0, 2.2, 1.1, 0, 2.2, 2.2
267, -0.138, 0, -0.254, 0.727, 0.523, 0.13, 0.414, 0.335, 20, 0, 21, 20, 0, 21, 20, 0, 21, 21
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.125, 0.335, 17, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.13, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 2.5, 97, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.229, 0.436, 0.335, 20, 2.5, 96, 20, 2.5, 97, 20, 2.5, 95, 96
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.229, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.13, 0.125, 0.13, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.493, 0.13, 0.229, 0.233, 20, 2.6, 99, 20, 2.8, 1.1e+02, 20, 2.7, 1e+02, 1e+02
267, -0.138, -0.194, -0.252, 0.538, 0.523, 0.13, 0.229, 0.233, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
358, -0.138, -0.194, -0.0783, 0.414, 0.523, 0.13, 0.436, 0.335, 20, 2.2, 86, 20, 2.2, 87, 20, 2.2, 86, 87
267, -0.22, -0.194, -0.254, 0.727, 0.201, 0.13, 0.367, 0.335, 1.1, 0, 2.1, 1.1, 0, 2.1, 1.2, 0, 2.2, 2.1
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.13, 0.414, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 2.6, 98, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.22, -0.194, -0.0783, 0.414, 0.201, 0.13, 0.367, 0.335, 4, 0.056, 6.6, 3.2, 0, 4.2, 3, 0.37, 15, 8.6
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 2.3, 91, 20, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.252, 0.727, 0.523, 0.5, 0.414, 0.449, 4.6, 0, 5.6, 20, 0, 21, 3.2, 0.31, 13, 13
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 20, 2.7, 1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.538, 0.523, 0.229, 0.436, 0.13, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.493, 0.13, 0.125, 0.335, 20, 2.5, 96, 20, 2.3, 89, 20, 2.4, 92, 92
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.229, 0.233, 20, 1.4, 64, 20, 2.1, 84, 20, 1.7, 71, 73
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.5, 0.335, 20, 2, 81, 20, 2.1, 85, 20, 1.8, 74, 80
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 20, 2, 82, 20, 2.2, 86, 20, 1.5, 67, 78
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 20, 2.1, 84, 20, 2, 80, 20, 1.5, 66, 76
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 20, 2.2, 86, 20, 1.8, 76, 20, 1.9, 77, 80
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 1.5, 67, 20, 1.7, 71, 20, 2.1, 84, 74
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.436, 0.233, 20, 2, 82, 20, 1.9, 79, 20, 2, 80, 80
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.229, 0.335, 20, 1.9, 78, 20, 1.9, 77, 20, 1.7, 71, 75
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.13, 20, 2.1, 83, 20, 1.8, 76, 20, 1.2, 56, 72
267, -0.138, -0.194, -0.254, 0.538, 0.493, 0.229, 0.414, 0.449, 18, 3.1, 1.1e+02, 17, 3.1, 1.1e+02, 17, 3, 1.1e+02, 1.1e+02
267, 0, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.335, 20, 0.97, 50, 20, 0.53, 37, 20, 0.61, 39, 42
267, -0.138, -0.194, -0.254, 0, 0.523, 0.13, 0.414, 0.335, 2.9, 0, 3.8, 2.1, 0, 3.1, 2.2, 0, 3.2, 3.4
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 2.9, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.229, 0.233, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 20, 2.8, 1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.5, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.229, 0.233, 19, 3.1, 1.1e+02, 20, 2.7, 1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.254, 0.727, 0.523, 0.13, 0.229, 0.233, 19, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 18, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.8, 1e+02, 20, 2.5, 97, 20, 2.4, 92, 98
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 20, 1.7, 72, 20, 1.8, 76, 20, 2.1, 83, 77
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 1.6, 68, 20, 1.8, 76, 20, 1.9, 78, 74
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 20, 2, 82, 20, 1.7, 71, 20, 2.4, 92, 81
358, -0.22, -0.194, -0.254, 0.727, 0.523, 0.13, 0.367, 0.335, 20, 2.1, 84, 20, 2, 82, 20, 2.1, 83, 83
267, -0.138, -0.194, -0.0783, 0.414, 0.201, 0.13, 0.436, 0.335, 20, 1.8, 76, 20, 1.8, 76, 20, 1.8, 76, 76
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.335, 20, 3, 1.1e+02, 20, 3, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.5, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.335, 20, 3.1, 1.1e+02, 20, 3, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.151, -0.194, -0.254, 0.727, 0.523, 0.259, 0.125, 0.335, 20, 0, 21, 20, 0.2, 27, 20, 0.12, 25, 24
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.436, 0.233, 19, 3, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.78, -0.194, -0.252, 0.727, 0.7, 0.13, 0.414, 0.449, 1.8, 0, 2.8, 1.4, 0.16, 7.2, 1.4, 0.16, 7.3, 5.8
267, -0.151, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 2.5, 95, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.233, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 2.8, 1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.229, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.125, 0.233, 20, 3, 1.1e+02, 20, 2.7, 1e+02, 20, 2.6, 99, 1e+02
268, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 2.6, 98, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.335, 20, 3, 1.1e+02, 20, 2.5, 97, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0, 0.414, 0.449, 13, 0, 14, 13, 0, 14, 13, 0, 14, 14
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.5, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.335, 20, 3, 1.1e+02, 20, 2.9, 1.1e+02, 20, 3, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
268, -0.138, -0.194, -0.0783, 0.414, 0.523, 0.229, 0.367, 0.5, 20, 2.4, 92, 20, 2.3, 89, 20, 2.3, 91, 90
358, -0.22, -0.194, -0.254, 0.727, 0.201, 0.13, 0.125, 0.335, 1.1, 0, 2.2, 1.1, 0, 2.2, 1.1, 0, 2.2, 2.2
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 20, 3, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.449, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.125, 0.449, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.449, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.093, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.436, 0.335, 19, 3.1, 1.1e+02, 20, 2.9, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.436, 0.335, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.125, 0, 20, 2.4, 92, 20, 1.7, 73, 20, 1.7, 72, 79
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.13, 0.414, 0.5, 19, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.252, 0.727, 0.523, 0.13, 0.414, 0.233, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 1.1e+02
267, -0.138, -0.194, -0.254, 0.727, 0.523, 0.229, 0.414, 0.5, 20, 3.1, 1.1e+02, 19, 3.1, 1.1e+02, 20, 3.1, 1.1e+02, 1.1e+02
